관리번호,설비번호(구),설비명,수리일자,고장내용,고장부품,불량유형,조치내용,수리처,수리시간(분),수리금액,predictions,labels
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-01-17,우무빙IN 이상 레일리프트 상하한 동시 작동 재결선 원점,우무빙IN 레일리프트,상하한 동시 작동 이상,재결선 원점 작업,송명호윤동태,180,,"{'고장부품': '우무빙IN', '불량유형': '이상', '조치내용': '레일리프트 상하한 동시 작동 재결선'}","{'고장부품': '우무빙IN 레일리프트', '불량유형': '상하한 동시 작동 이상', '조치내용': '재결선 원점 작업'}"
Z000000001,Z000000001,기타,2023-01-17,핫스테이킹 입고 유틸리티 연결,핫스테이킹 유틸리티,입고 이후 연결이 안된 상태,유틸리티 연결,보전반전원,200,,"{'고장부품': '유틸리티', '불량유형': '연결 문제', '조치내용': '연결 재연결'}","{'고장부품': '핫스테이킹 유틸리티', '불량유형': '입고 이후 연결이 안된 상태', '조치내용': '유틸리티 연결'}"
Z000000002,Z000000002,수동대차 리프트,2023-01-17,세척유펌프 이상 마그네트 트립 리셋 수리,세척유펌프,마그네트 트립,리셋 수리,오정수,30,,"{'고장부품': '세척유펌프', '불량유형': '마그네트 트립', '조치내용': '리셋 수리'}","{'고장부품': '세척유펌프', '불량유형': '마그네트 트립', '조치내용': '리셋 수리'}"
M000000643,ASM-035,삼성E5D INNER COVER조립기,2023-01-18,erp 생산수량 카운터 설치,ERP,생산수량 오류,카운터 설치,송명호윤동태,180,,"{'고장부품': 'erp 생산수량 카운터', '불량유형': '설치 필요', '조치내용': '카운터 설치'}","{'고장부품': 'ERP', '불량유형': '생산수량 오류', '조치내용': '카운터 설치'}"
M000000393,BRZ-010,브로제TM EOL BALANCE M/C 1호기,2023-01-18,도아 상하 작동이상 스피드컨트롤 조정,도어,상하 작동이상,스피드컨트롤 조정,오정수,30,,"{'고장부품': '도아 상하', '불량유형': '작동 이상', '조치내용': '스피드컨트롤 조정'}","{'고장부품': '도어', '불량유형': '상하 작동이상', '조치내용': '스피드컨트롤 조정'}"
M000000093,E-0407,파워프레스600TON PRESS (L2),2023-01-18,윤활유펌프 동작불가 카플링 기어산 마모 점검 카플링 교체,윤활유펌프 동작불가 카플링 기어산,마모,카플링 교체,보전반전원,150,0.0,"{'고장부품': '윤활유펌프', '불량유형': '동작불가', '조치내용': '카플링 기어산 마모 점검 후 교체'}","{'고장부품': '윤활유펌프 동작불가 카플링 기어산', '불량유형': '마모', '조치내용': '카플링 교체'}"
Z000000001,Z000000001,기타,2023-01-18,브레이징라인 및 현장 사무실 차단기 교체,브레이징라인 및 현장 사무실 차단기,고장,차단기 교체,윤동태,40,35000.0,"{'고장부품': '브레이징라인 및 현장 사무실 차단기', '불량유형': '불량', '조치내용': '차단기 교체'}","{'고장부품': '브레이징라인 및 현장 사무실 차단기', '불량유형': '고장', '조치내용': '차단기 교체'}"
Z000000001,Z000000001,기타,2023-01-18,지게차 시동불가 스위치 복구 및 증류수 보충,지게차 시동 스위치,시동불가,스위치 복구 및 증류수 보충,보전반 전원,150,,"{'고장부품': '스위치', '불량유형': '시동불가', '조치내용': '복구 및 증류수 보충'}","{'고장부품': '지게차 시동 스위치', '불량유형': '시동불가', '조치내용': '스위치 복구 및 증류수 보충'}"
M000000643,ASM-035,삼성E5D INNER COVER조립기,2023-01-19,완제품 중량저울 콘센트 설치,완제품 중량저울 콘센트,설치 안됨,콘센트 설치,윤동태,60,,"{'고장부품': '완제품 중량저울', '불량유형': '콘센트 설치 문제', '조치내용': '콘센트 설치'}","{'고장부품': '완제품 중량저울 콘센트', '불량유형': '설치 안됨', '조치내용': '콘센트 설치'}"
M000000393,BRZ-010,브로제TM EOL BALANCE M/C 1호기,2023-01-19,문 하강시 걸림현상 우측 실린더 스피드건 조정,우측 실린더 스피드건,문 하강시 걸림현상,스피드건 조정,오정수,30,,"{'고장부품': '우측 실린더 스피드건', '불량유형': '걸림현상', '조치내용': '스피드건 조정'}","{'고장부품': '우측 실린더 스피드건', '불량유형': '문 하강시 걸림현상', '조치내용': '스피드건 조정'}"
M000000044,CLN-005,세척기(컨베어 자동세척라인),2023-01-19,저면유리고정 및 펙킹 누수 실리콘 작어,저면유리고정 및 펙킹,누수,실리콘 작업,오벙수,20,,"{'고장부품': '저면유리고정 및 펙킹', '불량유형': '누수', '조치내용': '실리콘 작동'}","{'고장부품': '저면유리고정 및 펙킹', '불량유형': '누수', '조치내용': '실리콘 작업'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-01-19,제품 이송용 컨베어 전원플러그 파손 교체,제품 이송용 컨베어 전원플러그,파손,전원플러그 교체,윤동태,20,,"{'고장부품': '제품 이송용 컨베어 전원플러그', '불량유형': '파손', '조치내용': '전원플러그 교체'}","{'고장부품': '제품 이송용 컨베어 전원플러그', '불량유형': '파손', '조치내용': '전원플러그 교체'}"
Z000000001,Z000000001,기타,2023-01-19,E5S HOUSING ASSY 냉난방기 전원 연결,E5S HOUSING ASSY 냉난방기,전원 연결 문제,전원 연결 조치,송명호윤동태,60,,"{'고장부품': 'E5S HOUSING ASSY 냉난방기', '불량유형': '전원 연결 문제', '조치내용': '전원 연결'}","{'고장부품': 'E5S HOUSING ASSY 냉난방기', '불량유형': '전원 연결 문제', '조치내용': '전원 연결 조치'}"
Z000000001,Z000000001,기타,2023-01-19,메니폴더 조립라인 유틸리티 설치,메니폴더 조립라인 유틸리티,설치되지 않음,유틸리티 설치,오전수윤동태,120,,"{'고장부품': '메니폴더 조립라인 유틸리티', '불량유형': '설치 미비', '조치내용': '유틸리티 설치'}","{'고장부품': '메니폴더 조립라인 유틸리티', '불량유형': '설치되지 않음', '조치내용': '유틸리티 설치'}"
Z000000001,Z000000001,기타,2023-01-19,사출기 IMM-035.028 스크류 실리더 입고 하차,사출기 IMM-035.028 스크류,실리더 입고,하차,오정수,30,,"{'고장부품': '사출기 IMM-035.028 스크류 실리더', '불량유형': '입고 하차', '조치내용': '스크류 실리더 재입고'}","{'고장부품': '사출기 IMM-035.028 스크류', '불량유형': '실리더 입고', '조치내용': '하차'}"
Z000000001,Z000000001,기타,2023-01-19,전착도장 염수분무기 열선교체 및 실리콘처리중,전착도장 염수분무기,열선 고장,열선 교체 및 실리콘 처리,송명호윤동태,150,,"{'고장부품': '전착도장 염수분무기', '불량유형': '열선 불량', '조치내용': '열선 교체 및 실리콘 처리'}","{'고장부품': '전착도장 염수분무기', '불량유형': '열선 고장', '조치내용': '열선 교체 및 실리콘 처리'}"
M000000043,CLN-004,세척기(4조식 세척기:우주),2023-01-20,1.2조 초음파저조 세척유 사용온도 +10도 올림,1.2조 초음파저조 세척유,사용온도 문제,사용온도를 10도 올림,윤동태,150,,"{'고장부품': '1.2조 초음파저조 세척유', '불량유형': '온도 이상', '조치내용': '온도 +10도 올림'}","{'고장부품': '1.2조 초음파저조 세척유', '불량유형': '사용온도 문제', '조치내용': '사용온도를 10도 올림'}"
M000000044,CLN-005,세척기(컨베어 자동세척라인),2023-01-20,폐수펌프 수동안됨 차단가 트립 복구 및 작업자교육,폐수펌프,수동 작동 불능,차단기 트립 복구 및 작업자 교육,윤동태,30,,"{'고장부품': '폐수펌프', '불량유형': '수동안됨', '조치내용': '차단가 트립 복구 및 작업자교육'}","{'고장부품': '폐수펌프', '불량유형': '수동 작동 불능', '조치내용': '차단기 트립 복구 및 작업자 교육'}"
M000000044,CLN-005,세척기(컨베어 자동세척라인),2023-01-20,폐수펌프 수동안됨 차단가 트립 복구 및 작업자교육,폐수펌프,작동 불가,차단기 트립 복구 및 작업자 교육,윤동태,30,,"{'고장부품': '폐수펌프', '불량유형': '수동안됨', '조치내용': '차단가 트립 복구 및 작업자교육'}","{'고장부품': '폐수펌프', '불량유형': '작동 불가', '조치내용': '차단기 트립 복구 및 작업자 교육'}"
S000000061,FOL-007,지게차전동전동지게차:생산2부팀,2023-01-20,정속도 감지센서 이사 센서 거리조정,정속도 감지센서,센서 이상,센서 거리 조정,윤동태,20,,"{'고장부품': '정속도 감지센서', '불량유형': '이사 센서 거리 오류', '조치내용': '센서 거리 조정'}","{'고장부품': '정속도 감지센서', '불량유형': '센서 이상', '조치내용': '센서 거리 조정'}"
M000000581,IPT-004,삼성IR검사기(E4L),2023-01-20,0번 저항검사 콘넥터 단선 직결 연결,0번 저항검사 콘넥터,단선,직결 연결,송명호윤동태,60,,"{'고장부품': '0번 저항검사 콘넥터', '불량유형': '단선', '조치내용': '직결 연결'}","{'고장부품': '0번 저항검사 콘넥터', '불량유형': '단선', '조치내용': '직결 연결'}"
Z000000001,Z000000001,기타,2023-01-20,"2공장 3단렉 하부,상부 보강 용접",2공장 3단렉,"하부,상부 보강",용접,오정수,120,,"{'고장부품': '2공장 3단렉 하부,상부', '불량유형': '보강 필요', '조치내용': '용접'}","{'고장부품': '2공장 3단렉', '불량유형': '하부,상부 보강', '조치내용': '용접'}"
Z000000001,Z000000001,기타,2023-01-20,inner cover 전등용 스위치 불량 교체(1라인),inner cover 전등용 스위치,불량,스위치 교체 (1라인),송명호,30,,"{'고장부품': 'inner cover 전등용 스위치', '불량유형': '불량', '조치내용': '스위치 교체 (1라인)'}","{'고장부품': 'inner cover 전등용 스위치', '불량유형': '불량', '조치내용': '스위치 교체 (1라인)'}"
Z000000001,Z000000001,기타,2023-01-20,사출용 납푸용 대차 2대 수리,사출용 납푸용 대차,고장,대차 수리,오정수,100,,"{'고장부품': '사출용 납푸용 대차', '불량유형': '고장', '조치내용': '수리'}","{'고장부품': '사출용 납푸용 대차', '불량유형': '고장', '조치내용': '대차 수리'}"
Z000000001,Z000000001,기타,2023-01-20,전착염수분무 시험기 정전력 히터 설치및 실리콘 몰딩작업 ,정전력 히터,설치되어 있지 않음,정전력 히터 설치 및 실리콘 몰딩 작업,윤동태,150,,"{'고장부품': '시험기 정전력 히터', '불량유형': '설치 불량', '조치내용': '실리콘 몰딩작업'}","{'고장부품': '정전력 히터', '불량유형': '설치되어 있지 않음', '조치내용': '정전력 히터 설치 및 실리콘 몰딩 작업'}"
Z000000001,Z000000001,기타,2023-01-20,조립반 설치할 철판 12장중 10장 절단 완료,설치 철판,절단 불완전,나머지 2장 철판 절단,오정수,100,,"{'고장부품': '조립반', '불량유형': '설치할 철판 12장 중 10장 절단', '조치내용': '설치한 철판 10장 완료'}","{'고장부품': '설치 철판', '불량유형': '절단 불완전', '조치내용': '나머지 2장 철판 절단'}"
Z000000001,Z000000001,기타,2023-01-20,텐덤 b 라인 led투광등 2ea 교체,텐덤 B 라인 LED 투광등,불량,2EA LED 투광등 교체,송명호윤동태,60,,"{'고장부품': '텐덤 b 라인 led투광등', '불량유형': '불량', '조치내용': '2ea led투광등 교체'}","{'고장부품': '텐덤 B 라인 LED 투광등', '불량유형': '불량', '조치내용': '2EA LED 투광등 교체'}"
M000000419,ASM-033(시팅),조립기GGB BUSH 인덱스 조립기,2023-01-25,#3 1000번 기동이사 클램프 실린더 동결 수리,클램프 실린더,동결,수리,오정수,60,,"{'고장부품': '#3 1000번 기동이사 클램프 실린더', '불량유형': '동결', '조치내용': '수리'}","{'고장부품': '클램프 실린더', '불량유형': '동결', '조치내용': '수리'}"
S000000019,CNV-001,스크랩 컨베어,2023-01-25,메이기어 구동축 기어 이탈 원복,메이기어 구동축 기어,이탈,기어 원복,오정수윤동태,120,,"{'고장부품': '메이기어 구동축 기어', '불량유형': '이탈', '조치내용': '원복'}","{'고장부품': '메이기어 구동축 기어', '불량유형': '이탈', '조치내용': '기어 원복'}"
S000000044,EDS-001(철거),전착도장,2023-01-25,피막온도 콘트롤러 동작이상 NX97.01 PT100센서특성불량 TC 교체및파라메터셋팅,피막온도 콘트롤러,"동작이상, PT100센서특성불량",TC 교체 및 파라메터 셋팅,송명호윤동태,120,,"{'고장부품': '피막온도 콘트롤러', '불량유형': '동작이상', '조치내용': 'NX97.01 PT100센서 특성불량 TC 교체 및 파라메터셋팅'}","{'고장부품': '피막온도 콘트롤러', '불량유형': '동작이상, PT100센서특성불량', '조치내용': 'TC 교체 및 파라메터 셋팅'}"
S000000044,EDS-001(철거),전착도장,2023-01-25,피막온도 콘트롤러 동작이상 NX97.01 PT100센서특성불량 TC 교체및파라메터셋팅,피막온도 콘트롤러 PT100센서,동작 이상,TC 교체 및 파라메터 셋팅,송명호윤동태,120,,"{'고장부품': '피막온도 콘트롤러', '불량유형': '동작이상', '조치내용': 'NX97.01 PT100센서 특성불량 TC 교체 및 파라메터셋팅'}","{'고장부품': '피막온도 콘트롤러 PT100센서', '불량유형': '동작 이상', '조치내용': 'TC 교체 및 파라메터 셋팅'}"
S000000072,FOL-019,지게차 입식1.5TON(사출),2023-01-25,유압호스 파열 호스 교체 및 유압유 보충,유압호스,파열,호스 교체 및 유압유 보충,오정수,120,15000.0,"{'고장부품': '유압호스', '불량유형': '파열', '조치내용': '호스 교체 및 유압유 보충'}","{'고장부품': '유압호스', '불량유형': '파열', '조치내용': '호스 교체 및 유압유 보충'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-01-25,자주검사대 LED 전등 교체,자주검사대 LED 전등,불량,LED 전등 교체,윤동태,30,,"{'고장부품': '자주검사대 LED 전등', '불량유형': '고장', '조치내용': '전등 교체'}","{'고장부품': '자주검사대 LED 전등', '불량유형': '불량', '조치내용': 'LED 전등 교체'}"
M000000184,POP-030,파워프레스1000TON PRESS(L3),2023-01-25,"타발기동 불량 클러치,브레이크 솔밸브 청소",타발기동,불량,"클러치, 브레이크 솔밸브 청소",윤동태,100,,"{'고장부품': '클러치, 브레이크 솔밸브', '불량유형': '불량', '조치내용': '솔밸브 청소'}","{'고장부품': '타발기동', '불량유형': '불량', '조치내용': '클러치, 브레이크 솔밸브 청소'}"
